X,Y,OBJECTID,DFGCONTROL,OESNUMBER,DATEOFINCI,TIMEOFINCI,INLANDMARI,SPECIFICLO,WATER,WATERWAY,LOCALECITY,LOCALECOUN,LATITUDE,LONGITUDE
-13518235.33,4650387.904,1941,08FG1962,Aug-24,2008/06/05 00:00:00+00,1230,Inland,Fresh Water,Yes,storm drain,Sacramento,Sacramento,38.5006,-121.436361
-13518285.07,4415764.083,1942,08FG0485,08-0804,2008/01/27 00:00:00+00,1415,Inland,Fresh Water,Yes,San Justo,Hollister,San Benito,36.832344,-121.436808
-13518511.41,4648158.063,1943,08FG0824,08-1450,2008/02/20 00:00:00+00,1110,Inland,Fresh Water,Yes,Florin Creek,Unincorporated county area,Sacramento,38.484922,-121.438841
-13519792.81,4664318.545,1944,08FG0401,08-0705,2008/01/25 00:00:00+00,1130,Inland,Fresh Water,Yes,American River,Sacramento,Sacramento,38.598469,-121.450352
-13520001.32,4798952.726,1945,08FG0643,08-1065,2008/02/04 00:00:00+00,1107,Inland,Fresh Water,Yes,Lake Oroville,Oroville,Butte,39.537452,-121.452225
-13520051.62,4649909.695,1946,08FG4085,Aug-23,2008/12/29 00:00:00+00,1402,Inland,Fresh Water,Yes,storm drain,Sacramento,Sacramento,38.497238,-121.452677
-13520089.02,4545125.283,1947,08FG3747,Aug-95,2008/11/27 00:00:00+00,1053,Inland,Fresh Water,Yes,storm drain,Tracy,San Joaquin,37.756786,-121.453013
-13520592.52,4587805.037,1948,08FG1156,08-1640,2008/02/27 00:00:00+00,720,Marine,Marine,Yes,White Slough,Unincorporated county area,San Joaquin,38.059286,-121.457536
-13520765.06,4587761.068,1949,08FG2254,Aug-02,2008/07/03 00:00:00+00,1000,Marine,Marine,Yes,San Joaquin River,Stockton,San Joaquin,38.058975,-121.459086
-13520884.98,4797893.151,1950,08FG1841,Aug-35,2008/05/24 00:00:00+00,1445,Inland,Fresh Water,Yes,Lake Oroville,Oroville,Butte,39.530111,-121.460163
-13520884.98,4797893.151,1951,08FG0705,08-1204,2008/02/08 00:00:00+00,1530,Inland,Fresh Water,Yes,Lake Oroville,Oroville,Butte,39.530111,-121.460163
-13520972.57,4666953.962,1952,08FG1552,Aug-92,2008/04/28 00:00:00+00,647,Inland,Fresh Water,Yes,Storm drain,Sacramento,Sacramento,38.616969,-121.46095
-13521076.77,4658819.976,1953,08FG0484,08-0802,2008/01/27 00:00:00+00,1300,Inland,Fresh Water,Yes,storm drain,Sacramento,Sacramento,38.559855,-121.461886
-13521281.7,4642343.955,1954,08FG2617,Aug-67,2008/08/08 00:00:00+00,44,Inland,Fresh Water,Yes,Sacramento River,Sacramento,Sacramento,38.444027,-121.463727
-13521867.34,4450973.596,1955,08FG2517,Aug-30,2008/07/29 00:00:00+00,0,Inland,Fresh Water,Yes,Garza or Mustang Creek,Unincorporated county area,Santa Clara,37.085083,-121.468988
-13522138.03,5153379.373,1956,08FG2028,Aug-64,2008/06/11 00:00:00+00,600,Inland,Fresh Water,Yes,Tule Lake,Tulelake,Siskiyou,41.949238,-121.471419
-13522252.97,4660583.4,1957,08FG3154,Aug-21,2008/09/27 00:00:00+00,1831,Inland,Fresh Water,Yes, ,Sacramento,Sacramento,38.572241,-121.472452
-13522796.32,4670902.091,1958,08FG3437,Aug-40,2008/10/27 00:00:00+00,845,Inland,Fresh Water,Yes,Storm Drain,Sacramento,Sacramento,38.644675,-121.477333
-13522812.13,4673840.167,1959,08FG0286,08-0468,2008/01/14 00:00:00+00,1300,Inland,Fresh Water,Yes,Steelhead Creek,Sacramento,Sacramento,38.665286,-121.477475
-13523262.29,4546643.648,1960,08FG0706,08-1205,2008/02/09 00:00:00+00,1000,Inland,Fresh Water,Yes,Irrigation ditch that leads to the Old River,Tracy,San Joaquin,37.767569,-121.481519
-13523523.91,4696477.93,1961,08FG0147,08-0209,2008/01/06 00:00:00+00,1659,Inland,Fresh Water,Yes,Storm drain,Unincorporated county area,Sutter,38.823894,-121.483869
-13523596.98,5156168.84,1962,08FG1491,Aug-57,2008/04/21 00:00:00+00,1500,Inland,Fresh Water,Yes,Drain ditch that leads to Tule Lake,Tulelake,Siskiyou,41.967872,-121.484525
-13524013.37,4594109.009,1963,08FG2724,Aug-08,2008/08/17 00:00:00+00,1605,Marine,Marine,Yes,Little Potato River,Lodi,San Joaquin,38.103861,-121.488266
-13524032.83,4375275.692,1964,08FG2262,Aug-24,2008/07/04 00:00:00+00,1900,Inland,Fresh Water,Yes,storm drain,Unincorporated county area,Monterey,36.540677,-121.488441
-13524157.2,4657220.543,1965,08FG1549,Aug-86,2008/04/27 00:00:00+00,900,Inland,Fresh Water,Yes,storm drain to waste water treatment,Sacramento,Sacramento,38.548619,-121.489558
-13524740.95,4594002.061,1966,08FG1085,Aug-63,2008/03/14 00:00:00+00,801,Inland,Fresh Water,Yes,Little Potato Slough,Terminous,San Joaquin,38.103105,-121.494802
-13524785.26,4618521.684,1967,08FG1469,Aug-20,2008/04/20 00:00:00+00,900,Inland,Fresh Water,Yes,Snodgrass Slough,Unincorporated county area,Sacramento,38.276225,-121.4952
-13525024.26,4595488.405,1968,09FG1824,Sep-65,2008/06/24 00:00:00+00,1200,Inland,Fresh Water,Yes,Delta,Lodi,San Joaquin,38.113611,-121.497347
-13525110.54,4657700.944,1969,08FG2405,Aug-84,2008/07/19 00:00:00+00,630,Inland,Fresh Water,Yes,Storm Drain possibly leading to the waste water sy,Sacramento,Sacramento,38.551994,-121.498122
-13525139.92,4595359.088,1970,08FG2782,Aug-40,2008/08/20 00:00:00+00,Unkn,Marine,Marine,Yes,Delta,Lodi,San Joaquin,38.112697,-121.498386
-13525322.38,4643814.409,1971,08FG3300,Aug-72,2008/10/12 00:00:00+00,1846,Inland,Fresh Water,Yes,Sacramento River,Freeport,Sacramento,38.454372,-121.500025
-13525474.1,4597650.112,1972,08FG2713,Aug-89,2008/08/16 00:00:00+00,1800,Marine,Marine,Yes,South Fork of the Mokelumne River,Terminous,San Joaquin,38.128888,-121.501388
-13525479.67,4651712.697,1973,08FG0049,08-0051,2008/01/04 00:00:00+00,806,Inland,Fresh Water,Yes,Wet seasonal creek,Sacramento,Sacramento,38.509913,-121.501438
-13525570.62,4665616.367,1974,08FG1199,Aug-94,2008/03/24 00:00:00+00,1336,Inland,Fresh Water,Yes,Steelhead Creek,Sacramento,Sacramento,38.60758,-121.502255
-13525632.74,4662242.315,1975,08FG3259,Aug-49,2008/10/07 00:00:00+00,915,Inland,Fresh Water,Yes,Storm Drain,Sacramento,Sacramento,38.583891,-121.502813
-13525708.23,4795057.776,1976,08FG3664,Aug-99,2008/11/18 00:00:00+00,1630,Inland,Fresh Water,Yes,Lake Oroville,Oroville,Butte,39.510463,-121.503491
-13525995.86,4649741.004,1977,08FG0237,08-0373,2008/01/04 00:00:00+00,1445,Inland,Fresh Water,Yes,drainage ditch,Sacramento,Sacramento,38.496052,-121.506075
-13526072.79,4662076.553,1978,08FG1522,Aug-35,2008/04/25 00:00:00+00,915,Inland,Fresh Water,Yes,Sacramento River,Sacramento,Sacramento,38.582727,-121.506766
-13526213.83,4661079.764,1979,08FG2750,Aug-64,2008/08/19 00:00:00+00,1743,Inland,Fresh Water,Yes,Storm drain,Sacramento,Sacramento,38.575727,-121.508033
-13526455.05,4613876.723,1980,08FG3087,Aug-68,2008/09/21 00:00:00+00,1200,Inland,Fresh Water,Yes,Chicken Ranch Slough/Storm drain,Unincorporated county area,Sacramento,38.243461,-121.5102
-13526533.2,4671837.975,1981,08FG3262,Aug-53,2008/10/06 00:00:00+00,1200,Inland,Fresh Water,Yes,UNK,Sacramento,Sacramento,38.651241,-121.510902
-13526618.25,4614055.456,1982,08FG2112,Aug-54,2008/05/31 00:00:00+00,0,Marine,Marine,Yes,Sacramento River,Walnut Grove,Sacramento,38.244722,-121.511666
-13526677.02,4613341.958,1983,08FG0775,08-1345,2008/02/14 00:00:00+00,1135,Inland,Fresh Water,Yes,"Drainage Ditch, Snodgrass Slough",Walnut Grove,Sacramento,38.239688,-121.512194
-13527027.68,4613690.905,1984,08FG2718,Aug-00,2008/08/17 00:00:00+00,800,Marine,Marine,Yes,Steamboat Slough,Walnut Grove,Sacramento,38.24215,-121.515344
-13527114.85,4646715.14,1985,08FG1294,Aug-12,2008/04/02 00:00:00+00,1755,Marine,Marine,Yes,Sacramento River,Sacramento,Sacramento,38.474775,-121.516127
-13527166.83,4651539.282,1986,08FG3513,Aug-20,2008/11/03 00:00:00+00,1054,Inland,Fresh Water,Yes,Sacramento Drainage Canal,Sacramento,Sacramento,38.508694,-121.516594
-13527229.94,4548516.317,1987,08FG2389,Aug-35,2008/07/17 00:00:00+00,1050,Marine,Marine,Yes,canal / Old River,Unincorporated county area,San Joaquin,37.780866,-121.517161
-13527245.42,4659334.051,1988,08FG3174,Aug-56,2008/09/27 00:00:00+00,900,Inland,Fresh Water,Yes,Sacramento river,Sacramento,Sacramento,38.563466,-121.5173
-13528173.05,4638734.88,1989,08FG2386,Aug-28,2008/07/17 00:00:00+00,700,Inland,Fresh Water,Yes,Sacramento River,Clarksburg,Yolo,38.41863,-121.525633
-13528690.01,4538930.622,1990,08FG0243,08-0380,2008/01/04 00:00:00+00,1530,Inland,Fresh Water,Yes,Storm water monitoring location SW-4,Tracy,San Joaquin,37.712777,-121.530277
-13529522.81,4789707.412,1991,08FG0733,08-1256,2008/02/10 00:00:00+00,1430,Inland,Fresh Water,Yes,"Storm Drain, unknown where",Oroville,Butte,39.473372,-121.537758
-13529533.26,4665081.463,1992,08FG3745,Aug-93,2008/11/27 00:00:00+00,1000,Inland,Fresh Water,Yes,Sacramento River,Sacramento,Sacramento,38.603825,-121.537852
-13530076.61,4660632.807,1993,08FG0384,08-0678,2008/01/22 00:00:00+00,1500,Inland,Fresh Water,Yes,Reclamation ditch #900- Contained to the ditch,West Sacramento,Yolo,38.572588,-121.542733
-13530528.35,4708718.806,1994,08FG3386,Aug-19,2008/10/15 00:00:00+00,800,Inland,Fresh Water,Yes,Unknown Named Slough,Nicholas,Sutter,38.909511,-121.546791
-13530578.44,4662351.969,1995,08FG1050,Aug-72,2008/03/10 00:00:00+00,1930,Inland,Fresh Water,Yes,storm drain,West Sacramento,Yolo,38.584661,-121.547241
-13531340.96,4437682.338,1996,08FG2378,Aug-15,2008/07/15 00:00:00+00,1700,Inland,Fresh Water,Yes,storm drain to Llagas Creek,Gilroy,Santa Clara,36.989775,-121.554091
-13531398.86,4576298.649,1997,08FG1333,Aug-96,2008/04/06 00:00:00+00,1230,Marine,Marine,Yes,Unknown named Waterway,Unincorporated county area,San Joaquin,37.977855,-121.554611
-13531932.84,4388570.635,1998,08FG0456,08-0765,2008/01/25 00:00:00+00,600,Inland,Fresh Water,Yes,Irrigation Ditch,Salinas,Monterey,36.636572,-121.559408
-13532010.12,4632977.512,1999,08FG3519,Aug-35,2008/11/04 00:00:00+00,1130,Marine,Marine,Yes,Arrowhead Marina,Clarksburg,Yolo,38.378097,-121.560102
-13532093.95,4710889.524,2000,08FG3805,Aug-16,2008/12/02 00:00:00+00,1030,Inland,Fresh Water,Yes,Drainage Ditch / Feather River,Nicholas,Sutter,38.924683,-121.560855
-13532146.27,4659045.761,2001,08FG0584,08-0968,2008/01/31 00:00:00+00,2100,Marine,Marine,Yes,Sacramento River,West Sacramento,Yolo,38.561441,-121.561325
-13533154.59,4582568.907,2002,08FG1358,Aug-44,2008/04/08 00:00:00+00,1430,Marine,Marine,Yes,Sacramento River,Unincorporated county area,Contra Costa,38.022241,-121.570383
-13533331.83,4797218.434,2003,08FG2927,Aug-78,2008/09/03 00:00:00+00,830,Inland,Fresh Water,Yes,storm drain,Oroville,Butte,39.525436,-121.571975
-13533496.55,4417518.594,2004,08FG0588,08-0974,2008/01/31 00:00:00+00,1500,Inland,Fresh Water,Yes,Storm drain,San Juan Bautista,San Benito,36.844958,-121.573455
-13533876.3,4789085.736,2005,08FG1344,Aug-21,2008/04/07 00:00:00+00,1130,Inland,Fresh Water,Yes,Ground Water,Oroville,Butte,39.469061,-121.576866
-13534155.6,4832644.49,2006,08FG1934,Aug-52,2008/05/31 00:00:00+00,1200,Inland,Fresh Water,Yes,Dry Creek,Paradise,Butte,39.770472,-121.579375
-13535159.23,4564663.672,2007,08FG3970,Aug-84,2008/12/17 00:00:00+00,1750,Inland,Fresh Water,Yes,storm drain,Discovery Bay,Contra Costa,37.895422,-121.588391
-13535167.61,4822298.018,2008,08FG3837,Aug-04,2008/11/07 00:00:00+00,1000,Inland,Fresh Water,Yes,"Dry creek, tributary to Lake Oroville",Oroville,Butte,39.698997,-121.588466
-13535266.89,4708463.592,2009,08FG1485,Aug-46,2008/04/20 00:00:00+00,1600,Inland,Fresh Water,Yes,Sutter Bypass,nearest city is Nicholas,Sutter,38.907727,-121.589358
-13535428.31,4796256.737,2010,08FG3500,Aug-90,2008/11/02 00:00:00+00,1300,Inland,Fresh Water,Yes,Storm Drain,Thermalito,Butte,39.518772,-121.590808
-13535504.33,4677859.419,2011,08FG2189,Aug-71,2008/06/27 00:00:00+00,900,Inland,Fresh Water,Yes,Contained in a slot drain,Sacramento,Sacramento,38.693472,-121.591491
-13535504.33,4677859.419,2012,08FG1421,Aug-99,2008/04/14 00:00:00+00,1411,Inland,Fresh Water,Yes,Storm Drain / to Storm Ditch,Sacramento,Sacramento,38.693472,-121.591491
-13535504.33,4677859.419,2013,08FG4102,Aug-66,2008/12/31 00:00:00+00,244,Inland,Fresh Water,Yes,Storm Drain,Unincorporated county area,Sacramento,38.693472,-121.591491
-13535857.77,4677276.953,2014,08FG2237,Aug-71,2008/07/02 00:00:00+00,909,Inland,Fresh Water,Yes,storm drain,Sacramento,Sacramento,38.689388,-121.594666
-13536065.6,4656767.775,2015,08FG2853,Aug-20,2008/08/29 00:00:00+00,830,Inland,Fresh Water,Yes, ,Unincorporated county area,Yolo,38.545438,-121.596533
-13536208.75,4594567.938,2016,08FG2202,Aug-98,2008/06/29 00:00:00+00,830,Marine,Marine,Yes,SAN JOAQUIN RIVER **NON RELEASE****,ISLETON,Sacramento,38.107105,-121.597819
-13536265.95,4302686.213,2017,08FG0840,08-1485,2008/02/21 00:00:00+00,1130,Marine,Marine,Yes,off Monterey Coast, ,Monterey,36.015,-121.598333
-13536576.11,4563899.971,2018,08FG3575,Aug-85,2008/11/10 00:00:00+00,1130,Inland,Fresh Water,Yes,"Storm Drain, runs to a private lake",Discovery Bay,Contra Costa,37.890008,-121.601119
-13536674.18,4602364.079,2019,08FG3395,Aug-57,2008/10/23 00:00:00+00,1233,Marine,Marine,Yes,Sacramento River,Isleton,Sacramento,38.162191,-121.602
-13536731.64,4740272.52,2020,08FG3703,Aug-19,2008/11/24 00:00:00+00,1600,Inland,Fresh Water,Yes,Feather River,Yuba City,Sutter,39.129733,-121.602516
-13536777.15,4556593.061,2021,08FG1289,Aug-96,2008/04/02 00:00:00+00,1215,Marine,Marine,Yes,Italian Slough,Byron,Contra Costa,37.838188,-121.602925
-13536928.64,4397854.661,2022,08FG3812,Aug-30,2008/12/03 00:00:00+00,915,Inland,Fresh Water,Yes,Natividad Creek.,Salinas,Monterey,36.703466,-121.604286
-13537547.37,4570780.665,2023,08FG2794,Aug-60,2008/08/24 00:00:00+00,715,Marine,Marine,Yes,Rock Slough,Brentwood,Contra Costa,37.938772,-121.609844
-13537966.69,4303297.834,2024,08FG2730,Aug-19,2008/08/18 00:00:00+00,1015,Marine,Marine,Yes,Pacific Ocean,Big Sur,Monterey,36.019444,-121.613611
-13538066.23,4595129.602,2025,08FG3580,Aug-93,2008/11/10 00:00:00+00,1400,Marine,Marine,Yes,Sacramento River Delta,Isleton,Sacramento,38.111075,-121.614505
-13538569.06,4567078.854,2026,08FG2465,Aug-16,2008/07/20 00:00:00+00,1430,Inland,Fresh Water,Yes,Lake Shore,Discovery Bay,Contra Costa,37.912541,-121.619022
-13538586.31,4566968.374,2027,08FG2402,Aug-68,2008/07/18 00:00:00+00,930,Inland,Fresh Water,Yes,Private Lake at  Lake Shore Development,Unincorporated county area,Contra Costa,37.911758,-121.619177
-13538697.08,4581224.577,2028,08FG0716,08-1224,2008/02/10 00:00:00+00,1330,Marine,Marine,Yes,Sand Mound Slough,Bethel Island,Contra Costa,38.012727,-121.620172
-13538711.88,4581254.389,2029,08FG0046,08-0037,2008/01/03 00:00:00+00,1113,Marine,Marine,Yes,Sand Mound Flough,Bethel Island,Contra Costa,38.012938,-121.620305
-13538843.92,4674941.859,2030,08FG1915,Aug-14,2008/06/01 00:00:00+00,1936,Inland,Fresh Water,Yes,Sacramento River,Unincorporated county area,Sacramento,38.673013,-121.621491
-13539004.1,4564793.312,2031,08FG2776,Aug-24,2008/08/22 00:00:00+00,746,Inland,Fresh Water,Yes,Unknown small creek,Discovery Bay,Contra Costa,37.896341,-121.62293
-13539181.32,4579743.953,2032,08FG3150,Aug-15,2008/09/27 00:00:00+00,1200,Inland,Fresh Water,Yes,Sandmound Slough,Oakley,Contra Costa,38.002247,-121.624522
-13539279.62,4620520.437,2033,08FG4028,Aug-06,2008/12/23 00:00:00+00,1330,Marine,Marine,Yes,Miner Slough,Rio Vista,Solano,38.290319,-121.625405
-13539399.6,4391795.688,2034,08FG1938,Aug-59,2008/06/03 00:00:00+00,1130,Inland,Fresh Water,Yes,storm drain,Salinas,Monterey,36.659816,-121.626483
-13539400.85,4675198.23,2035,08FG2315,Aug-58,2008/07/10 00:00:00+00,1249,Inland,Fresh Water,Yes,Sacramento River,Sacramento,Sacramento,38.674811,-121.626494
-13541599.05,4358232.066,2036,08FG1980,Aug-71,2008/06/07 00:00:00+00,700,Inland,Fresh Water,Yes,Cachagua Creek,Carmel Valley,Monterey,36.417569,-121.646241
-13542691.89,4582447.24,2037,08FG0543,08-0892,2008/01/29 00:00:00+00,1300,Marine,Marine,Yes,Taylor Slough,Unincorporated county area,Contra Costa,38.02138,-121.656058
-13543026.74,4583659.024,2038,08FG1692,Aug-97,2008/05/10 00:00:00+00,502,Marine,Marine,Yes,San Joaquin River,Pittsburg,Contra Costa,38.029955,-121.659066
-13543207.08,4605856.603,2039,08FG2504,Aug-94,2008/07/28 00:00:00+00,1330,Marine,Marine,Yes,Sacramento River Delta,Rio Vista,Solano,38.186855,-121.660686
-13543239.46,4457675.756,2040,08FG4023,Aug-98,2008/12/23 00:00:00+00,1045,Inland,Fresh Water,Yes,Storm Drain,Morgan Hill,Santa Clara,37.133097,-121.660977
-13543298.57,4457633.867,2041,08FG2304,Aug-26,2008/06/21 00:00:00+00,1500,Inland,Fresh Water,Yes, ,Morgan Hill,Santa Clara,37.132797,-121.661508
-13543659.13,4457864.68,2042,08FG3996,Aug-45,2008/12/20 00:00:00+00,1330,Inland,Fresh Water,Yes,Storm Drain - West Little Llagas Creek,Morgan Hill,Santa Clara,37.13445,-121.664747
-13543867.87,4583756.397,2043,08FG1278,Aug-73,2008/03/20 00:00:00+00,0,Inland,Fresh Water,Yes,Taylor Slew/Tributary of False River,Bethel Island,Contra Costa,38.030644,-121.666622
-13544432.47,4439630.189,2044,08FG2441,Aug-60,2008/07/20 00:00:00+00,1200,Inland,Fresh Water,Yes,Bodfish Creek,Unincorporated county area,Santa Clara,37.00375,-121.671694
-13545074.69,4603544.783,2045,08FG3145,Aug-09,2008/09/27 00:00:00+00,845,Marine,Marine,Yes,Sacramento River,Rio Vista,Solano,38.17053,-121.677463
-13545320.92,4603395.4,2046,08FG3633,Aug-38,2008/11/16 00:00:00+00,834,Marine,Marine,Yes,Sacramento Shipping Channel,Rio Vista,Solano,38.169475,-121.679675
-13545422.34,4603095.225,2047,08FG1987,Aug-85,2008/06/08 00:00:00+00,730,Marine,Marine,Yes,Sacramento River Delta,Rio Vista,Solano,38.167355,-121.680586
-13545824.87,4595392.476,2048,08FG1971,Aug-45,2008/06/06 00:00:00+00,600,Marine,Marine,Yes,San Joaquin/Sacramento Delta,Rio Vista,Sacramento,38.112933,-121.684202
-13546361.98,4601427.427,2049,08FG0396,08-0698,2008/01/25 00:00:00+00,1107,Marine,Marine,Yes,SF Bay Delta, ,Solano,38.155575,-121.689027
-13546484.44,4601128.158,2050,08FG2912,Aug-47,2008/09/03 00:00:00+00,1003,Marine,Marine,Yes,San Joaquin River,Rio Vista,Solano,38.153461,-121.690127
-13546618.69,4595647.859,2051,08FG1983,Aug-74,2008/06/07 00:00:00+00,1300,Inland,Fresh Water,Yes,Sacramento River,Rio Vista,Sacramento,38.114738,-121.691333
-13546644.06,4519525.485,2052,08FG2367,Aug-93,2008/07/15 00:00:00+00,1400,Inland,Fresh Water,Yes,"Arroyo Del Valle Creek, runs to Lake Del Valle (Ea",Livermore,Alameda,37.574747,-121.691561
-13547199.98,4443474.676,2053,08FG2348,Aug-35,2008/07/12 00:00:00+00,2000,Inland,Fresh Water,Yes,Little Arthur Creek,Gilroy,Santa Clara,37.031325,-121.696555
-13547643.71,4568902.286,2054,08FG1650,Aug-91,2008/05/06 00:00:00+00,1008,Inland,Fresh Water,Yes,Storm drain,Brentwood,Contra Costa,37.925463,-121.700541
-13550090.96,4580126.096,2055,08FG3419,Aug-10,2008/10/25 00:00:00+00,1837,Inland,Fresh Water,Yes,storm drain,Oakley,Contra Costa,38.004952,-121.722525
-13550099.87,4578552.542,2056,08FG4078,Aug-07,2008/12/29 00:00:00+00,1015,Inland,Fresh Water,Yes,Storm Drain,Oakley,Contra Costa,37.993813,-121.722605
-13550144.06,4584081.45,2057,08FG2334,Aug-06,2008/07/11 00:00:00+00,1800,Inland,Fresh Water,Yes,San Joaquin River,Oakley,Contra Costa,38.032944,-121.723002
-13550440.28,4577112.27,2058,08FG3050,Aug-84,2008/09/16 00:00:00+00,2200,Inland,Fresh Water,Yes,storm drain,Oakley,Contra Costa,37.983616,-121.725663
-13550718.36,4576935.304,2059,08FG3048,Aug-74,2008/09/16 00:00:00+00,1305,Inland,Fresh Water,Yes,Storm drain,Oakley,Contra Costa,37.982363,-121.728161
-13550761.9,4675301.606,2060,08FG2051,Aug-15,2008/06/13 00:00:00+00,1620,Inland,Fresh Water,Yes,Storm Drain contained within the storm drain,Woodland,Yolo,38.675536,-121.728552
-13551484.57,4578368.913,2061,08FG2167,Aug-14,2008/06/24 00:00:00+00,1806,Inland,Fresh Water,Yes,Storm drain,Oakley,Contra Costa,37.992513,-121.735044
-13551597.99,4420990.221,2062,08FG1855,Aug-53,2008/05/24 00:00:00+00,1000,Inland,Fresh Water,Yes,Potable Drinking Water Facility,Salinas,Monterey,36.869911,-121.736063
-13552252.99,4329607.649,2063,08FG3052,Aug-88,2008/09/17 00:00:00+00,700,Marine,Marine,Yes,Pacific Ocean,Big Sur,Monterey,36.210372,-121.741947
-13552552.02,4674891.668,2064,08FG0226,08-0350,2008/01/10 00:00:00+00,1045,Inland,Fresh Water,Yes,storm drain,Woodland,Yolo,38.672661,-121.744633
-13552733.78,4394297.286,2065,08FG1889,Aug-67,2008/05/30 00:00:00+00,1108,Inland,Fresh Water,Yes,Storm Drain / Salinas River,Salinas,Monterey,36.677841,-121.746266
-13552760.41,4675145.899,2066,08FG1373,Aug-82,2008/04/09 00:00:00+00,1400,Inland,Fresh Water,Yes,"Storm Drain leads to the Tuley Canal, which possib",Woodland,Yolo,38.674444,-121.746505
-13552885.64,4582522.273,2067,08FG1883,Aug-46,2008/05/29 00:00:00+00,1330,Marine,Marine,Yes,Sacramento River,Brentwood,Contra Costa,38.021911,-121.74763
-13553742.45,4425667.366,2068,08FG0356,08-0616,2008/01/22 00:00:00+00,900,Inland,Fresh Water,Yes,Storm Drain / Watsonville City Storm,Watsonville,Santa Cruz,36.903516,-121.755327
-13554065.64,4674793.856,2069,08FG2294,Aug-91,2008/07/08 00:00:00+00,1030,Inland,Fresh Water,Yes,storm drain to Sacramento River,Woodland,Yolo,38.671975,-121.75823
-13554252.74,4425674.326,2070,08FG4038,Aug-23,2008/12/24 00:00:00+00,1000,Inland,Fresh Water,Yes,Storm Drain,Watsonville,Santa Cruz,36.903566,-121.759911
-13554300.63,4675045.66,2071,08FG2833,Aug-60,2008/08/27 00:00:00+00,2015,Inland,Fresh Water,Yes,Storm drain to Sacramento River,Woodland,Yolo,38.673741,-121.760341
-13554863.8,4675575.239,2072,08FG3577,Aug-89,2008/11/10 00:00:00+00,1300,Inland,Fresh Water,Yes,Tule Canal,Woodland,Yolo,38.677455,-121.7654
-13554865.91,4675570.533,2073,08FG2365,Aug-86,2008/07/08 00:00:00+00,1100,Inland,Fresh Water,Yes,storm drain - Tule Cannel,Woodland,Yolo,38.677422,-121.765419
-13554991.48,4672723.764,2074,08FG2258,Aug-16,2008/07/03 00:00:00+00,2000,Inland,Fresh Water,Yes,Storm Drain,Woodland,Yolo,38.657455,-121.766547
-13554999.15,4579365.211,2075,08FG2203,Aug-99,2008/06/29 00:00:00+00,1450,Inland,Fresh Water,Yes,contained in the Catch Basin,Antioch,Contra Costa,37.999566,-121.766616
-13555058.6,4655881.514,2076,08FG0580,08-0964,2008/01/31 00:00:00+00,1400,Marine,Marine,Yes,storm drain,Davis,Yolo,38.539211,-121.76715
-13555586.71,4675671.062,2077,08FG2999,Aug-60,2008/09/11 00:00:00+00,1100,Inland,Fresh Water,Yes,storm drain,Woodland,Yolo,38.678127,-121.771894
-13555787.07,4581148.844,2078,08FG2252,Aug-97,2008/07/03 00:00:00+00,852,Inland,Fresh Water,Yes,drain to San Joaquin River to Delta area,Antioch,Contra Costa,38.012191,-121.773694
-13556002.26,4692041.126,2079,08FG3445,Aug-64,2008/10/28 00:00:00+00,830,Inland,Fresh Water,Yes,Ridgecut Slough,Knights Landing,Yolo,38.792836,-121.775627
-13556073.06,4675484.55,2080,08FG3191,Aug-15,2008/10/01 00:00:00+00,1045,Inland,Fresh Water,Yes,Storm drain,Woodland,Yolo,38.676819,-121.776263
-13556135.82,4430065.106,2081,08FG0386,08-0681,2008/01/24 00:00:00+00,930,Inland,Fresh Water,Yes,Spruve Slough,Watsonville,Santa Cruz,36.9351,-121.776827
-13556212.19,4426165.891,2082,08FG0560,08-0926,2008/01/30 00:00:00+00,825,Inland,Fresh Water,Yes,Storm Drain leads to Watsonville slough,Watsonville,Santa Cruz,36.907097,-121.777513
-13556292.67,4424762.117,2083,08FG0567,08-0940,2008/01/31 00:00:00+00,848,Inland,Fresh Water,Yes,storm drain,Watsonville,Santa Cruz,36.897013,-121.778236
-13556381.39,4361224.798,2084,08FG0196,08-0288,2008/01/04 00:00:00+00,1400,Inland,Fresh Water,Yes,San Clemente Creek,Carmel,Monterey,36.4392,-121.779033
-13556467,4470920.747,2085,08FG0734,08-1257,2008/02/10 00:00:00+00,1900,Inland,Fresh Water,Yes,Storm drain to Ocean,San Jose,Santa Clara,37.227894,-121.779802
-13556548.93,4479421.381,2086,08FG1479,Aug-34,2008/04/21 00:00:00+00,400,Inland,Fresh Water,Yes,storm drain,San Jose,Santa Clara,37.288672,-121.780538
-13556672.38,4392313.029,2087,08FG0214,08-0322,2008/01/09 00:00:00+00,830,Inland,Fresh Water,Yes,storm drain,Marina,Monterey,36.663544,-121.781647
-13556995.23,4672854.059,2088,08FG1473,Aug-24,2008/04/20 00:00:00+00,1220,Inland,Fresh Water,Yes,Storm drain,Woodland,Yolo,38.658369,-121.784547
-13557348.66,4580173.282,2089,08FG1743,Aug-11,2008/05/14 00:00:00+00,1920,Inland,Fresh Water,Yes,storm drain into Lake Alhambra,Antioch,Contra Costa,38.005286,-121.787722
-13557386.39,4529443.564,2090,08FG3200,Aug-33,2008/10/01 00:00:00+00,1645,Inland,Fresh Water,Yes,S Tributary of Arroyo Del Valle,Livermore,Alameda,37.645327,-121.788061
